epoch,train_loss,train_mse,train_mae,train_nmae,val_loss,val_mse,val_mae,val_nmae
1,0.3809596408009529,0.3809596408009529,0.43215902416904767,0.5828840380884127,0.38005296549606093,0.38005296549606093,0.42134843904127195,0.5308191896814727
2,0.35407142677903175,0.35407142677903175,0.414587361017863,0.5596148480228332,0.3629235144596077,0.3629235144596077,0.40557581967520484,0.5107684066425419
3,0.33597345563769343,0.33597345563769343,0.4052779065668583,0.5469034908045386,0.35282528508924743,0.35282528508924743,0.39623157253253805,0.5006647003156025
4,0.3156416202088197,0.3156416202088197,0.3964111864666144,0.535509055204159,0.35924089338304926,0.35924089338304926,0.40308531547345006,0.5077270197112876
5,0.2959765677998463,0.2959765677998463,0.38721902177731193,0.5231221992838434,0.35802988841840366,0.35802988841840366,0.4016178272736883,0.5056994472505473
6,0.2801551818549633,0.2801551818549633,0.3790268756548564,0.5124106921802473,0.38361749740190876,0.38361749740190876,0.4267728107357488,0.5374271456225873
