epoch,train_loss,train_mse,train_mae,train_nmae,val_loss,val_mse,val_mae,val_nmae
1,0.3992809519072374,0.3992809519072374,0.4305312531689803,0.5811347211077413,0.35074952870462706,0.35074952870462706,0.3879355911925001,0.48851284439088805
2,0.3847509849468867,0.3847509849468867,0.4194484047293663,0.5661989587619125,0.359907631699032,0.359907631699032,0.3938048353183617,0.4961819512164296
3,0.3828147063901027,0.3828147063901027,0.4178753088215987,0.5641640025519851,0.35139233553872523,0.35139233553872523,0.3861996551740517,0.48650089420484594
4,0.38299628056089086,0.38299628056089086,0.41782207116484643,0.5639887645692749,0.35329237368717353,0.35329237368717353,0.38774396486363366,0.48824420162958426
