epoch,train_loss,train_mse,train_mae,train_nmae,val_loss,val_mse,val_mae,val_nmae
1,0.44081543005564056,0.44081543005564056,0.37175700211962825,0.508304316678672,0.5722817211984151,0.5722817211984151,0.3814153224947941,0.5053844330714784
2,0.42235099053359204,0.42235099053359204,0.35495158180614167,0.48551922375899487,0.5549178420779217,0.5549178420779217,0.3705031452049692,0.4903986481065581
3,0.4217626029745109,0.4217626029745109,0.3542592938124029,0.4845134754216877,0.5552887189819152,0.5552887189819152,0.36821733946541707,0.4883305786351378
4,0.42177835610540476,0.42177835610540476,0.3541267772755585,0.48434913060472484,0.5587696341146906,0.5587696341146906,0.37152111817555256,0.49203336676319953
5,0.42210242641605267,0.42210242641605267,0.35437820136083586,0.4846835595408971,0.5614548172936382,0.5614548172936382,0.37588378722409166,0.4972781736824921
